authority_rank	status	role	pointer	supersession_note
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/archive-previous-overlay/CURRENT-PRECEDENCE-2026-08-29.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/archive-previous-overlay/CURRENT-STATE-2026-08-29.json	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/archive-previous-overlay/DATA-ISSUE-REGISTER-2026-08-29.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/ASAI-E3-E4-JET-FLIGHT-ORIGIN-V12.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/ASAI-EPOXY-FRP-CAPABILITY-LEDGER-V1.xlsx	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/ASAI-EPOXY-FRP-CAPABILITY-LEDGER-V2-COST.xlsx	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/ASAI-GT-FRONT-SCALE-RATING-PRODUCTS-V14-COST.xlsx	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/ASAI-SINGLE-REAR-JET-SIZING-V11.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/asai-worldline-20260828-v48r3-marine-gt-processed-handoff-v10.zip	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/CURRENT-HANDOFF-NOTES-2026-08-29-FULL-V3.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/CURRENT-PRECEDENCE-2026-08-29-FULL-V3.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/CURRENT-STATE-2026-08-29-FULL-V3.json	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/OPEN-QUEUE-2026-08-29-FULL-V3.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/overlays/GROUND-DIESEL-FAMILY-D-A-D-D-V1.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/overlays/GROUND-DUST-CLOSURE-DELTA-2026-08-29.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/overlays/GROUND-DUST-COMPARISON-INPUTS-V1.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/overlays/GROUND-DUST-INSTALLATION-D-A-D-D-V1.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/overlays/GROUND-DUST-INSTALLATION-NOTE-V1.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/overlays/MERCHANT-CARRIER-REGISTER-2026-08-29-V1.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/overlays/NAVAL-COMMERCIAL-INTEGRATION-OVERLAY-V1.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/PACKAGE-INVENTORY-2026-08-29-FULL-V3.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/reference/ASAI-AIRCRAFT-DESIGNATION-POLICY-V48-SOURCE.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/reference/asai-works-seaplane-flyingboat-rebaseline-1940-44.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/SHA256SUMS-2026-08-29-FULL-V3.txt	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/03-CARRIER-WORKING-CALCULATIONS.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/07-asai-works-computation-commercial-diffusion-provisional.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/19-CARRIER-BOOST-COMPARISON-V1.csv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/20-CARRIER-DECISION-PASS1.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/asai-works-gt-carrier-conversion.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/asai-works-gt-carrier-physics.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/asai-works-gt-carrier-range.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/asai-works-gt-carrier-taiyo.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/asai-works-surface-ship-large-marine-rebaseline-1934-41.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/MARINE-SURFACE-WORKING-NOTES.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/NAVAL-COMPUTATION-WORKING-NOTES.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/90-SOURCE-QUARANTINE/2026-08-29-FULL-V3/working/PROPULSION-WORKING-NOTES.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/98-INPUT-PROVENANCE/INPUT-ARCHIVE-HASHES.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/CURRENT-STATE-2026-08-30-FULL-V4.json	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/MACHINE-INTEGRITY-AUDIT-2026-08-30-FULL-V4.json	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/MACHINE-INTEGRITY-AUDIT-2026-08-30-FULL-V4.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/PRECEDENCE-2026-08-30-FULL-V4.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/REPAIR-LOG-2026-08-30-FULL-V4.md	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/SOURCE-RESOLUTION-MAP-2026-08-30-FULL-V4.tsv	
90	BASE/SOURCE	V4 preserved package; apply its internal authority plus V5 precedence	01-BASE-V4/TERMINOLOGY-AND-SUPERSESSION-GUARD.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate58_oct19_26/58-1937-10-19-26-DACHANG-NIANGZIGUAN-ATTRITION-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate58_oct19_26/58-1937-10-19-26-EVENT-LEDGER.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate58_oct19_26/58-1937-10-26-UNIT-READINESS-AUDIT.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate59_oct27_31/59-1937-10-27-31-EVENT-LEDGER.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate59_oct27_31/59-1937-10-27-31-SIHANG-SOOCHOW-PINGTING-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate59_oct27_31/59-1937-10-31-UNIT-READINESS-AUDIT.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate60_nov1_5/60-1937-11-01-05-EVENT-LEDGER.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate60_nov1_5/60-1937-11-01-05-XINKOU-RETREAT-HANGZHOU-BAY-LANDING-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate60_nov1_5/60-1937-11-05-UNIT-READINESS-AUDIT.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate61_nov6_9/61-1937-11-06-09-EVENT-LEDGER.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate61_nov6_9/61-1937-11-06-09-SHANGHAI-WITHDRAWAL-TAIYUAN-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate61_nov6_9/61-1937-11-08-SHANGHAI-RETREAT-TRIGGER-AUDIT.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate62_nov10_12/62-1937-11-10-12-EVENT-LEDGER.tsv	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate62_nov10_12/62-1937-11-10-12-SHANGHAI-CLEARANCE-PURSUIT-FEEDBACK-GATE.md	
3	CURRENT-HISTORICAL	earlier current-session battle progression	10-CURRENT-SESSION-GATES/asai_gate62_nov10_12/62-1937-11-12-DIVERGENCE-FEEDBACK-AUDIT.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate68_yearend1937/68-1937-11-13-12-31-YEAREND-GATE.md	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate68_yearend1937/68-1937-YEAREND-AVIATION-STATE.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate68_yearend1937/68-1937-YEAREND-BATTLE-EVENT-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate68_yearend1937/68-1937-YEAREND-NUMERICAL-DELTA.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate68_yearend1937/68-1937-YEAREND-PROCUREMENT-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate69_1938_jan_mar14/69-1938-01-01-03-14-EVENT-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate69_1938_jan_mar14/69-1938-01-01-03-14-PERCEPTION-MOBILIZATION-XUZHOU-PRELUDE-GATE.md	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate69_1938_jan_mar14/69-1938-03-14-ASAI-PRODUCTION-PROCUREMENT.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate69_1938_jan_mar14/69-1938-03-14-AVIATION-STATE.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate69_1938_jan_mar14/69-1938-03-14-NUMERICAL-DELTA.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate69_1938_jan_mar14/69-1938-EARLY-WAR-PERCEPTION-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate72_taierzhuang/72-1938-03-14-04-09-EVENT-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate72_taierzhuang/72-1938-03-14-04-09-TAIERZHUANG-GATE.md	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate72_taierzhuang/72-1938-04-09-NUMERICAL-DELTA.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate72_taierzhuang/72-1938-04-09-READINESS.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate72_taierzhuang/72-TAIERZHUANG-ASAI-EFFECT-BALANCE.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate73_xuzhou/73-1938-04-10-05-21-EVENT-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate73_xuzhou/73-1938-04-10-05-21-XUZHOU-GATE.md	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate73_xuzhou/73-1938-05-21-NUMERICAL-DELTA.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate73_xuzhou/73-1938-05-21-READINESS.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate73_xuzhou/73-CHINESE-VICTORY-COST-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate73_xuzhou/73-XUZHOU-ASAI-EFFECT-BALANCE.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate74_huayuankou/74-1938-05-22-06-30-EVENT-LEDGER.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate74_huayuankou/74-1938-05-22-06-30-LANFENG-HUAYUANKOU-GATE.md	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate74_huayuankou/74-1938-06-30-NUMERICAL-DELTA.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate74_huayuankou/74-1938-06-30-READINESS.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate74_huayuankou/74-HUAYUANKOU-ASAI-EFFECT-BALANCE.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate74_huayuankou/74-HUAYUANKOU-CIVILIAN-STATE-COST.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate75_general_effect_audit/75-1938-06-30-ASAI-ENTERPRISE-CAPABILITY.tsv	
2	CURRENT-SUBORDINATE	late current-session gate/derivation	10-CURRENT-SESSION-GATES/asai_gate75_general_effect_audit/75-1938-06-30-ASAI-GENERAL-EFFECT-AUDIT.md	
